,Name,Phone Number,Website2,Company Name,Company Name#,Address,Place,Zip,Sector,Product,Website,Region,Place.1,1,2,Unnamed: 12
0,Solar Power Partners Inc,NA,NA,Solar Power Partners Inc,Solar Power Partners Inc,,"Mill Valley, California",94941,Solar,Mill Valley-based independent power producer (IPP) focused on solar projects in the US,,,Mill Valley, California,,
0,Nanogram Corporation,NA,www.nanogram.com/ ,Nanogram Corporation,Nanogram Corporation,165 Topaz St,"Milpitas, California",95035,Solar,Develops nanotechnology solutions for solar and battery applications,http://www.nanogram.com/,Bay Area,Milpitas, California,,
0,"1st Light Energy, Inc.",209-824-5500,NA,"1st Light Energy, Inc.","1st Light Energy, Inc.",3224 McHennry Ave Suite F,"Modesto, California",953650,Solar,,http://1stlightenergy.com,Southern CA Area,Modesto, California,,
0,Sereno Solar,NA,NA,Sereno Solar,Sereno Solar,,"Monte Sereno, California",,Solar,"Has developed a solar passive water heating panel to be installed under current roofing or siding material, to avoid architectural disruption and also to lessen the need for air conditioning.",,,Monte Sereno, California,,
0,Ausra Inc,NA,www.ausra.com/ ,Ausra Inc,Ausra Inc,303 Ravendale Drive,"Mountain View, California",94043,Solar,CSP developer,http://www.ausra.com/,Bay Area,Mountain View, California,,
0,Honda Research Institute,NA,NA,Honda Research Institute,Honda Research Institute,,"Mountain View, California",,"Biofuels,Solar",California-based research institute of Honda. The institute conducts research into biofuels and solar technology.,,,Mountain View, California,,
0,Siluria Technologies,NA,NA,Siluria Technologies,Siluria Technologies,,"Mountain View, California",94043,Solar,California-based stealth-mode company engaged in development of biological nanotechnology-enabled products for clean energy products such as solar cells and light emitting devices.,,,Mountain View, California,,
0,SolFocus,650-623-7100,www.solfocus.com ,SolFocus,SolFocus,510 Logue Avenue,"Mountain View, California",94043,Solar,Concentrator Photovoltaic Energy Systems,http://www.solfocus.com,Bay Area,Mountain View, California,,
0,HelioPower Inc,NA,NA,HelioPower Inc,HelioPower Inc,,"Murrieta, California",92562,Solar,"Solar sales, installation and service company.",,,Murrieta, California,,
0,Real Goods Solar Murrieta,951-927-0782,www.realgoodssolar.com ,Real Goods Solar Murrieta,Real Goods Solar Murrieta,41690 Corporate Center Drive,"Murrieta, California",92562,Solar,,http://www.realgoodssolar.com,,Murrieta, California,,
0,Far West Rice,NA,NA,Far West Rice,Far West Rice,,"Nelson, California",95958,Solar,California-based family-owned rice mill. Owns a solar farm used mostly for the electricity needs of their factory.,,,Nelson, California,,
0,Unisun,NA,NA,Unisun,Unisun,,"Newbury Park, California",91320,Solar,"Unisun is a privately-held, development-stage company aiming to manufacture low-cost photovoltaic solar products using proprietary non-vacuum, nanoparticle technologies.",,,Newbury Park, California,,
0,Inland Energy Inc,NA,NA,Inland Energy Inc,Inland Energy Inc,,"Newport Beach, California",92660,"Services,Solar","Providing consultancy services to the planning permission of the 500MW natural gas-fired combined cycle, plus 50MW solar thermal, Victorville 2 power plant.",,,Newport Beach, California,,
0,International Solar Consulting,NA,NA,International Solar Consulting,International Solar Consulting,,"Newport Beach, California",92660,"Renewable Energy,Solar",International Solar Consulting works with large commercial and industrial customers to provide clean renewable solutions for their business.,,,Newport Beach, California,,
0,SolarCraft Services Inc,NA,NA,SolarCraft Services Inc,SolarCraft Services Inc,,"Novato, California",94949,Solar,Solar thermal and PV system installer.,,,Novato, California,,
0,BrightSource,NA,www.brightsourceenergy.com/ ,BrightSource,BrightSource,1999 Harrison Street,"Oakland, California",94612,Solar,CSP developer,http://www.brightsourceenergy.com/,Bay Area,Oakland, California,,
0,BrightSource Energy,NA,NA,BrightSource Energy,BrightSource Energy,,"Oakland, California",94612,Solar,"California-based company that develops, builds, owns, and operates large scale solar plants. These solar plants deliver solar energy to industrial and utility companies.",,,Oakland, California,,
0,Integrated Energy Systems,714-771-9098,NA,Integrated Energy Systems,Integrated Energy Systems,747 N Main Street,"Orange, California",92868,Solar,EPC,http://ie-systems.net/,Southern CA Area,Orange, California,,
0,Nationwide Solar Funding,NA,NA,Nationwide Solar Funding,Nationwide Solar Funding,,"Palm Desert, California",92211,Solar,Provides funding for small (residential and business) solar projects,,,Palm Desert, California,,
0,Nanosolar Inc,NA,NA,Nanosolar Inc,Nanosolar Inc,,"Palo Alto, California",94303-3313,Solar,Nanosolar develops polymer/plastic based photovoltaic products.,,,Palo Alto, California,,
0,Solar Storage Company,NA,NA,Solar Storage Company,Solar Storage Company,,"Palo Alto, California",94301,Solar,Distibuted On-Demand Solar,,Bay Area,Palo Alto, California,,
0,Aonex Technologies Inc,NA,NA,Aonex Technologies Inc,Aonex Technologies Inc,,"Pasadena, California",91106,Solar,Focused on commercialising a manufacturing method for semiconductor nanomaterials - specifically solar cells.,,,Pasadena, California,,
0,Canergy International,NA,NA,Canergy International,Canergy International,,"Pasadena, California",91101,Solar,California-based solar project developer.,,,Pasadena, California,,
0,Energy Innovations,NA,www.energyinnovations.com/ ,Energy Innovations,Energy Innovations,130 W. Union St,"Pasadena, California",91103,Solar,Small-scale concentrated PV,http://www.energyinnovations.com/,Southern CA Area,Pasadena, California,,
0,TiSol,NA,NA,TiSol,TiSol,,"Pasadena, California",,Solar,California-based start up focused on the production of dye sensitized solar cells.,,,Pasadena, California,,
0,Solar Depot Inc,NA,NA,Solar Depot Inc,Solar Depot Inc,,"Petaluma, California",94954,Solar,US-based PV and solar passive system integrator and distributor.,,,Petaluma, California,,
0,Meridian Energy USA,NA,NA,Meridian Energy USA,Meridian Energy USA,"6200 Stoneridge Mall Road, Suite 300","Pleasanton, California",94588,Solar,PV power developer,http://meridianenergyusa.com/,Bay Area,Pleasanton, California,,
0,Radiant Energy,NA,NA,Radiant Energy,Radiant Energy,,"Pleasanton, California",94566,"Geothermal energy,Hydro,Solar","Radiant is an independent energy producer which develops and owns solar, geothermal, and hydroelectric generating assets.",,,Pleasanton, California,,
0,Silicon Border Development LLC,NA,NA,Silicon Border Development LLC,Silicon Border Development LLC,,"Poway, California",92064,Solar,US-based developer of industrial parks with a focus on high-technology industry such as semiconductors and solar.,,,Poway, California,,
0,Aztec Solar,NA,NA,Aztec Solar,Aztec Solar,,"Rancho Cordova, California",95742,Solar,Installer of solar hot water and pool heating systems.,,,Rancho Cordova, California,,
0,AEE Solar,800-777-6609,www.aeesolar.com/ ,AEE Solar,AEE Solar,"1155 Redway Drive
PO Box 339","Redway, California",95560,Solar,,http://www.aeesolar.com/,Bay Area,Redway, California,,
0,California Solar Energy Industries Association,NA,NA,California Solar Energy Industries Association,California Solar Energy Industries Association,,"Rio Vista, California",94571,Solar,California Solar Energy Industries Association is a trade group representing the interests of California's solar industry.,,,Rio Vista, California,,
0,Terrafore,NA,NA,Terrafore,Terrafore,,"Riverside, California",92507,Solar,Iowa-based solar consulting and technology development company.,,,Riverside, California,,
0,Aerojet,NA,NA,Aerojet,Aerojet,,"Sacramento, California",95813,Solar,California-based defense and aerospace company. The firm is also an owner of solar PV system on facilities.,,,Sacramento, California,,
0,Anuvu Inc,NA,NA,Anuvu Inc,Anuvu Inc,,"Sacramento, California",95838,Solar,"Energy infrastructure supplier. Designs and manufactures fuel cell stacks, fuel cell engines and systems, and provides custom solutions. Has solar subsidiary.",,,Sacramento, California,,
0,Vanir Energy LLC,NA,NA,Vanir Energy LLC,Vanir Energy LLC,,"Sacramento, California",95834,Solar,Sacramento-based clean energy developer which offers solar heating and cooling systems as well as PV installation.,,,Sacramento, California,,
0,Advanced Solar Technologies Inc,NA,NA,Advanced Solar Technologies Inc,Advanced Solar Technologies Inc,,"San Diego, California",,Solar,California-based domestic and commercial designer and installer of solar energy equipment.,,,San Diego, California,,
0,Allied Sun Technologies,NA,www.alliedsun.com ,Allied Sun Technologies,Allied Sun Technologies,"6881 Alvarado Road, Suite 4","San Diego, California",92120,Solar,solar power systems,http://www.alliedsun.com,Southern CA Area,San Diego, California,,
0,Cenergy Power,NA,NA,Cenergy Power,Cenergy Power,,"San Diego, California",92009,Solar,Developer and installer of photovoltaic solar projects for commercial and agricultural applications.,,,San Diego, California,,
0,City of San Diego Environmental Services Department,NA,NA,City of San Diego Environmental Services Department,City of San Diego Environmental Services Department,,"San Diego, California",92123,"Services,Solar",City of San Diego's environmental services department. It is a power purchaser of electricity generated by a 0.9MW solar PV array located at its Alvarado water treatment plant.,,,San Diego, California,,
0,Envision Solar,NA,www.envisionsolar.com/ ,Envision Solar,Envision Solar,4225 Executive Square,"San Diego, California",92037,Solar,Developing designs for converting parking lots into PV systems,http://www.envisionsolar.com/,Southern CA Area,San Diego, California,,
0,Home Energy Systems Inc,NA,www.homeenergysystemsinc.com/ ,Home Energy Systems Inc,Home Energy Systems Inc,6996 Convoy Ct.,"San Diego, California",92111,Solar,Solar PV installer,http://www.homeenergysystemsinc.com/,Southern CA Area,San Diego, California,,
0,Innergy Power Corporation Inc,NA,NA,Innergy Power Corporation Inc,Innergy Power Corporation Inc,,"San Diego, California",92154,Solar,US manufacturer of rechargeable sealed-lead batteries and solar charger for off-grid use.,,,San Diego, California,,
0,National Lease Financing Services,NA,NA,National Lease Financing Services,National Lease Financing Services,,"San Diego, California",92122,"Solar,Wind energy","NLFS arrange tax oriented, tax exempt, capital and operationg lease and loans for commercial and municipal state energy projects. Mandate covers solar, cogeneration and wind projects.",,,San Diego, California,,
0,Pyron Solar,NA,www.pyronsolar.com/ ,Pyron Solar,Pyron Solar,10237 Flanders Court,"San Diego, California",92121,Solar,Developed a PV optics system that generates 90 kW peak energy with high-efficiency conversion,http://www.pyronsolar.com/,Southern CA Area,San Diego, California,,
0,SolASE,NA,www.solase.net/ ,SolASE,SolASE,P.O. Box 927122,"San Diego, California",92192,Solar,Commercializes solar cell technologies for use with portable consumer electronics and other equipment,http://www.solase.net/,Southern CA Area,San Diego, California,,
0,Sun Solar,NA,NA,Sun Solar,Sun Solar,,"San Diego, California",92019,"Services,Solar",,,,San Diego, California,,
0,Sunlight Direct,NA,www.sunlight-direct.com/ ,Sunlight Direct,Sunlight Direct,,"San Diego, California",92128,Solar,Developed a system that tracks and concentrates solar energy for distributed power generation,http://www.sunlight-direct.com/,Southern CA Area,San Diego, California,,
0,Armageddon Energy Inc,NA,NA,Armageddon Energy Inc,Armageddon Energy Inc,,"San Francisco, California",,Solar,California-based maker of SolarClover brand PV modules.,,,San Francisco, California,,
0,Chevron Energy Solutions,NA,www.chevronenergy.com/ ,Chevron Energy Solutions,Chevron Energy Solutions,"345 California Street, 18th Floor","San Francisco, California",94111,Solar,,http://www.chevronenergy.com/,Bay Area,San Francisco, California,,
0,Clean Power Finance,NA,NA,Clean Power Finance,Clean Power Finance,,"San Francisco, California",94103-4004,"Services,Solar",A San Francisco-based consultancy that provides turnkey services to business and retail consumers who want to go solar and need to select an installer and a financier.,,,San Francisco, California,,
0,Cleantech America Inc,NA,NA,Cleantech America Inc,Cleantech America Inc,,"San Francisco, California",94114,Solar,US-based solar project developer.,,,San Francisco, California,,
0,Declination Solar,NA,NA,Declination Solar,Declination Solar,,"San Francisco, California",,Solar,San Francisco solar installation firm acquired by SolarCity in September 2006.,,,San Francisco, California,,
0,Energy Recommerce Inc,NA,NA,Energy Recommerce Inc,Energy Recommerce Inc,,"San Francisco, California",94123,Solar,US-based manufacturer of internet-based remote solar monitoring system.,,,San Francisco, California,,
0,GreenVolts,NA," http://www.nrel.gov/technologytransfer/news/2009/677.html
",GreenVolts,GreenVolts,50 First Street,"San Francisco, California",94105,Solar,PV developer,http://www.greenvolts.com/,Bay Area,San Francisco, California,,
0,Recurrent Energy,NA,www.recurrentenergy.com/ ,Recurrent Energy,Recurrent Energy,1700 Montgomery Street,"San Francisco, California",94111,Solar,"Finance, construct, own and operate solar generating systems",http://www.recurrentenergy.com/,Bay Area,San Francisco, California,,
0,Scaled Solar,NA,NA,Scaled Solar,Scaled Solar,,"San Francisco, California",,Solar,"Scaled Solar manufacturers and markets utility-grade, concentrated photovoltaic solar energy systems to commercial customers",,,San Francisco, California,,
0,SunRun Inc,NA,www.sunrunhome.com/ ,SunRun Inc,SunRun Inc,717 Market Street,"San Francisco, California",94103,Solar,Solar installer,http://www.sunrunhome.com/,Bay Area,San Francisco, California,,
0,Sunworks Solar LLC,NA,NA,Sunworks Solar LLC,Sunworks Solar LLC,,"San Francisco, California",94104,Solar,San Francisco-based developer of US-based manufacturing plants to enable utility-scale solar generation,,,San Francisco, California,,
0,The Vote Solar Initiative,NA,NA,The Vote Solar Initiative,The Vote Solar Initiative,,"San Francisco, California",94107,Solar,The Vote Solar Initiative is a non-profit organization with the mission of stopping global warming and increasing energy independence by bringing solar energy into the mainstream.,,,San Francisco, California,,
0,URS Corporation,NA,NA,URS Corporation,URS Corporation,,"San Francisco, California",94111-2728,Solar,Engineering and design contractor involved in building biodiesel plants and solar farms.,,,San Francisco, California,,
0,Chromasun,NA,NA,Chromasun,Chromasun,,"San Jose, California",,Solar,California rooftop linear Fresnel optic-based solar thermal air conditioning systems maker.,,,San Jose, California,,
0,Micrel Inc,NA,NA,Micrel Inc,Micrel Inc,,"San Jose, California",95131,Solar,"Manufacturer of integrated circuits, and has also contracted to manufacture silicon solar cells for concentrator PV systems from an undisclosed third party.",,,San Jose, California,,
0,Nanosolar,NA,www.nanosolar.com/ ,Nanosolar,Nanosolar,5521 Hellyer Avenue,"San Jose, California",95138,Solar,Thin-film solar panel producer,http://www.nanosolar.com/,Bay Area,San Jose, California,,
0,SJ Solar,NA,NA,SJ Solar,SJ Solar,,"San Jose, California",95131,Solar,Cell design firm for concentrated solar,,,San Jose, California,,
0,SVTC Technologies,NA,www.svtc.com/ ,SVTC Technologies,SVTC Technologies,3901 North First Street,"San Jose, California",95134,Solar,Provides emiconductor process tools for new silicon developers,http://www.svtc.com/,Bay Area,San Jose, California,,
0,SVTC Technologies,NA,www.svtc.com/ ,SVTC Technologies,SVTC Technologies,3901 North First Street,"San Jose, California",95134,Solar,Provides emiconductor process tools for new silicon developers,http://www.svtc.com/,Bay Area,San Jose, California,,
0,Solar Junction,NA,NA,Solar Junction,Solar Junction,,"San Jose, California",CA 95131,"Efficiency,Solar",Solar Junction is developing high efficiency solar cells for use in concentrating PV applications.,,,San Jose, California,,
0,Solexant,NA,www.solexant.com/ ,Solexant,Solexant,2385 Bering Dr,"San Jose, California",95131,Solar,Nanostructured solar cell producer,http://www.solexant.com/,Bay Area,San Jose, California,,
0,SunPower Corp,NA,NA,SunPower Corp,SunPower Corp,,"San Jose, California",95134,Solar,"Leading manufacturer of monocrystalline silicon cells, modules, system trackers, and equipment to monitor the performance of solar systems. Has one of the highest efficiencies in the industry, and considerable downstream operations.",,,San Jose, California,,
0,SunPower Corporation,NA,NA,SunPower Corporation,SunPower Corporation,3939 N. 1st Street,"San Jose, California",95134,Solar,Solar developer,http://us.sunpowercorp.com/?re=1,Bay Area,San Jose, California,,
0,Sunny Hill Energy,NA,NA,Sunny Hill Energy,Sunny Hill Energy,,"San Jose, California",95113,Solar,California-based solar financing and business support company that bridges residential and commercial customers with established local solar installers.,,,San Jose, California,,
0,Sunpods Inc,NA,NA,Sunpods Inc,Sunpods Inc,,"San Jose, California",95126,Solar,San Jose-based manufacturer and installer of photovoltaic solar smart technology systems.,,,San Jose, California,,
0,Tioga Energy,NA,www.tiogaenergy.com/ ,Tioga Energy,Tioga Energy,2755 Campus Drive,"San Mateo, California",94403,Solar,Commerical and government solar installations,http://www.tiogaenergy.com/,Bay Area,San Mateo, California,,
0,Marin Solar,NA,NA,Marin Solar,Marin Solar,,"San Rafael, California",94901,Solar,Marin Solar is a residential installer of photovoltaic systems.,,,San Rafael, California,,
0,Real Goods Solar San Rafael,415-456-2800,www.realgoodssolar.com ,Real Goods Solar San Rafael,Real Goods Solar San Rafael,27 Simms Street,"San Rafael, California",94901,Solar,,http://www.realgoodssolar.com,,San Rafael, California,,
0,Clairvoyant Energy,NA,NA,Clairvoyant Energy,Clairvoyant Energy,,"Santa Barbara, California",,"Services,Solar","Clairvoyant Energy builds, owns and operates solar photovoltaic systems. It provides engineering, design, installation and finance services.",,,Santa Barbara, California,,
0,Applied Materials,NA,www.appliedmaterials.com/ ,Applied Materials,Applied Materials,3050 Bowers Avenue,"Santa Clara, California",95054,Solar,,http://www.appliedmaterials.com/,,Santa Clara, California,,
0,Coherent Inc,NA,NA,Coherent Inc,Coherent Inc,,"Santa Clara, California",95054,Solar,"US-based manufacturer of photonics-based equipments such as lasers and precision optics; in the solar industry, it provides edge isolation and lasers to structure amorphous silicon thin-film cells.",,,Santa Clara, California,,
0,DayStar Technologies,408-582-7100,www.daystartech.com/ ,DayStar Technologies,DayStar Technologies,2972 Stender Way,"Santa Clara, California",95054,Solar,"Manufacturer of low-cost, high performance, CIGS thin film photovoltaic products",http://www.daystartech.com/,Bay Area,Santa Clara, California,,
0,Miasole,NA," http://www.nrel.gov/research_review/pdfs/2006/40764_4.pdf
",Miasole,Miasole,2590 Walsh Ave,"Santa Clara, California",95051,Solar,Thin-film solar producer,http://www.miasole.com/www/,Bay Area,Santa Clara, California,,
0,Miasole Inc,NA,NA,Miasole Inc,Miasole Inc,,"Santa Clara, California",95051,Solar,California-based manufacturer of CIGS thin-film solar cells.,,,Santa Clara, California,,
0,Solaicx,NA,www.solaicx.com/ ,Solaicx,Solaicx,5102 Calle Del Sol,"Santa Clara, California",95054,Solar,"Manufactures high-performance, single crystal silicon ingots at high volume",http://www.solaicx.com/,Bay Area,Santa Clara, California,,
0,Solaicx,NA,www.solaicx.com/ ,Solaicx,Solaicx,5102 Calle Del Sol,"Santa Clara, California",95054,Solar,"Manufactures high-performance, single crystal silicon ingots at high volume",http://www.solaicx.com/,Bay Area,Santa Clara, California,,
0,Solar Magic,NA,www.solarmagic.com/home ,Solar Magic,Solar Magic,3350 Thomas Rd.,"Santa Clara, California",95054,Solar,solar magic power optimizer,http://www.solarmagic.com/home,Bay Area,Santa Clara, California,,
0,Real Goods Solar Santa Cruz,831-477-0943,www.realgoodssolar.com/ ,Real Goods Solar Santa Cruz,Real Goods Solar Santa Cruz,"1115 Thompson Avenue, #1","Santa Cruz, California",95062,Solar,,http://www.realgoodssolar.com/,,Santa Cruz, California,,
0,"Pure Power Distribution, Inc.",310.569.9151,www.PurePowerD.com/ ,"Pure Power Distribution, Inc.","Pure Power Distribution, Inc.","2719 Wilshire Blvd., Suite 200","Santa Monica, California",90403,Solar,Mobile Solar Power Systems,http://www.PurePowerD.com/,Southern CA Area,Santa Monica, California,,
0,Alternative Energy Inc,NA,NA,Alternative Energy Inc,Alternative Energy Inc,,"Santa Rosa, California",95407,Solar,Focussed on design and installation of solar PV systems.,,,Santa Rosa, California,,
0,Tetra Sun,NA,NA,Tetra Sun,Tetra Sun,,"Saratoga, California",,Solar,California-based stealth mode solar startup focusing on development of back surface passivisation for lower cost PV cell.,,,Saratoga, California,,
0,AMSOLAR,NA,www.amsolarcorp.com/ ,AMSOLAR,AMSOLAR,"415 S. Cedros Avenue, Suite 200","Solana Beach, California",92075,Solar,"US-based engineering contractor provides all of the engineering, installation, operation and maintenance of the solar energy facility.",http://www.amsolarcorp.com/,,Solana Beach, California,,
0,Vaillant Solar Systems,NA,NA,Vaillant Solar Systems,Vaillant Solar Systems,,"Solana Beach, California",92075,Solar,"California-based solar company specializing in solar water heating, solar pool heating and solar space heating systems for residential and commercial applications",,,Solana Beach, California,,
0,MRL Industries Inc,NA,NA,MRL Industries Inc,MRL Industries Inc,,"Sonora, California",95370,Solar,MRL Industries is a US company committed to developing heating technology. They are a supplier for crystalline silicon solar cell production.,,,Sonora, California,,
0,REC Solar,NA,www.recsolar.com/cm/Home.html ,REC Solar,REC Solar,167 Commercial Street,"Sunnyvale, California",94086,Solar,Solar installer,http://www.recsolar.com/cm/Home.html,Bay Area,Sunnyvale, California,,
0,REC Solar,NA,NA,REC Solar,REC Solar,167 Commercial Street,"Sunnyvale, California",94086,Solar,Solar installer,http://www.recsolar.com/cm/Home.html,Bay Area,Sunnyvale, California,,
0,REC Solar,NA,NA,REC Solar,REC Solar,167 Commercial Street,"Sunnyvale, California",94086,Solar,Solar installer,http://www.recsolar.com/cm/Home.html,Bay Area,Sunnyvale, California,,
0,4th Day Energy,877-484-3291,www.4thdayenergy.com ,4th Day Energy,4th Day Energy,38886 River Belle,"Tollhouse, California",93667,Solar,Solar electric systems,http://www.4thdayenergy.com,Southern CA Area,Tollhouse, California,,
0,"ABC Solar, Inc.",NA,www.abcsolar.com/ ,"ABC Solar, Inc.","ABC Solar, Inc.",24454 Hawthorne Blvd,"Torrance, California",90505,Solar,"Solar power systems, products",http://www.abcsolar.com/,Southern CA Area,Torrance, California,,
0,"Pioneer Materials, Inc.",714-721-5332,www.pioneer-materials.com/ ,"Pioneer Materials, Inc.","Pioneer Materials, Inc.",3357 Candlewood Road,"Torrance, California",90505,Solar,sputtering targets,http://www.pioneer-materials.com/,Southern CA Area,Torrance, California,,
0,L Garde Inc,NA,NA,L Garde Inc,L Garde Inc,,"Tustin, California",92780 6487,Solar,"Designs and manufactures inflatable space structural systems including antennae, relectors and solar arrays. Working on solar sail propulsion systems with NASA.",,,Tustin, California,,
0,Real Goods Solar Ukiah,707-468-9300,www.realgoodssolar.com ,Real Goods Solar Ukiah,Real Goods Solar Ukiah,301 L Kunzler Ranch Rd,"Ukiah, California",95482,Solar,,http://www.realgoodssolar.com,,Ukiah, California,,
0,West Pico Food,NA,NA,West Pico Food,West Pico Food,,"Vernon, California",,Solar,"A distributor of wholesale frozen foods to supermarket chains in Southern California, which has had a solar installation built on its roof.",,,Vernon, California,,
0,Independent Energy Solutions,NA,www.indenergysolutions.com/ ,Independent Energy Solutions,Independent Energy Solutions,1090 Joshua Way,"Vista, California",92081,Solar,"Renewable energy development, engineering and construction firm",http://www.indenergysolutions.com/,Southern CA Area,Vista, California,,
0,InterPhases Research,NA,NA,InterPhases Research,InterPhases Research,,"Westlake Village, California",91361,Solar,US-based developer of copper indium selenide solar cells.,,,Westlake Village, California,,
0,Solar Electrical Vehicles,NA,NA,Solar Electrical Vehicles,Solar Electrical Vehicles,,"Westlake Village, California",91361,"Solar,Vehicles",US-based manufacturer of solar battery chargers for hybrid vehicles.,,,Westlake Village, California,,
0,Perpetual Energy Systems,NA,NA,Perpetual Energy Systems,Perpetual Energy Systems,,"Woodland Hills, California",91367,"Renewable Energy,Solar",,,,Woodland Hills, California,,
0,Primestar Solar,NA,www.primestarsolar.com/ ,Primestar Solar,Primestar Solar,"14401 West 65th Way, Unit B","Arvada, Colorado",80004,Solar,Thin-Film PV,http://www.primestarsolar.com/,Rockies Area,Arvada, Colorado,,
0,"ReflecTech, Inc",NA,www.reflectechsolar.com/ ,"ReflecTech, Inc","ReflecTech, Inc",18200 West Highway 72,"Arvada, Colorado",80007,Solar,"Highly reflective, glass-free, polymer-based film for concentrating sunlight in solar energy arrays",http://www.reflectechsolar.com/,Rockies Area,Arvada, Colorado,,
0,SkyFuel,303.330.0276,www.skyfuel.com ,SkyFuel,SkyFuel,18300 West Highway 72,"Arvada, Colorado",80007,Solar,Parabolic Trough Solar Collector,http://www.skyfuel.com,Rockies Area,Arvada, Colorado,,
0,SkyFuel Inc,NA," http://www.nrel.gov/news/press/2009/704.html
",SkyFuel Inc,SkyFuel Inc,18300 W Highway 72,"Arvada, Colorado",80007,Solar,Solar thermal power,http://www.skyfuel.com/,Rockies Area,Arvada, Colorado,,
0,Aspen Solar,NA,www.aspensolar.com/ ,Aspen Solar,Aspen Solar,P.O. Box 2391,"Aspen, Colorado",80612,Solar,"Design, installation & maintenance of active, passive, and photovoltaic energy systems",http://www.aspensolar.com/,Rockies Area,Aspen, Colorado,,
0,"Cool Energy, Inc.",NA,www.coolenergyinc.com ,"Cool Energy, Inc.","Cool Energy, Inc.",5541 Central Avenue,"Boulder, Colorado",80301,Solar,SolarFlow System,http://www.coolenergyinc.com,Rockies Area,Boulder, Colorado,,
0,EyeOn Solar,NA,NA,EyeOn Solar,EyeOn Solar,,"Boulder, Colorado",80304,"Renewable Energy,Solar","EyeOn Solar develops, owns and operates renewable energy assets in the state of Colorado.",,,Boulder, Colorado,,
0,Gaiam Real Goods,NA,www.gaiam.com/realgoods/ ,Gaiam Real Goods,Gaiam Real Goods,833 W So. Boulder Rd,"Boulder, Colorado",80307,Solar,"PV panel, efficient lighting distributor",http://www.gaiam.com/realgoods/,Rockies Area,Boulder, Colorado,,
0,Lighthouse Solar,303-638-4562,www.lighthousesolar.com/ ,Lighthouse Solar,Lighthouse Solar,3550 Frontier,"Boulder, Colorado",80301,Solar,Solar Panel Installers,http://www.lighthousesolar.com/,Rockies Area,Boulder, Colorado,,
0,Lighthouse Solar,NA,www.lighthousesolar.com/ ,Lighthouse Solar,Lighthouse Solar,3550 Frontier,"Boulder, Colorado",80301,Solar,Solar Panel Installers,http://www.lighthousesolar.com/,Rockies Area,Boulder, Colorado,,
0,Lumos Solar,NA,NA,Lumos Solar,Lumos Solar,,"Boulder, Colorado",80301,Solar,A supplier of solar passive water heating systems and small PV systems.,,,Boulder, Colorado,,
0,Solar Alliance,NA,NA,Solar Alliance,Solar Alliance,,"Boulder, Colorado",80301,Solar,"A state-focussed organisation of manufacturers, integrators, and systems installers advocating for solar power in the US.",,,Boulder, Colorado,,
0,Power House Solar and Wind,NA,www.powerhousesolar.net/ ,Power House Solar and Wind,Power House Solar and Wind,1504 Woodlawn Ave,"Canon City, Colorado",81212,Solar,"Design, consulting, product and system sales, and complete installation services",http://www.powerhousesolar.net/,Rockies Area,Canon City, Colorado,,
0,Grounded Renewable Energy,NA,NA,Grounded Renewable Energy,Grounded Renewable Energy,,"Carbondale, Colorado",81623,"Renewable Energy,Solar",Grounded Renewable Energy designs turn-key solar systems for homes and businesses in Colorado.,,,Carbondale, Colorado,,
0,InPower Systems,NA,NA,InPower Systems,InPower Systems,,"Carbondale, Colorado",81623,"Geothermal energy,Solar","InPower Systems designs, installs and maintains turn-key solar, solar thermal, geothermal and energy smart systems in homes and businesses in Colorado.",,,Carbondale, Colorado,,
0,Capitol Solar Energy LLC,NA,NA,Capitol Solar Energy LLC,Capitol Solar Energy LLC,8243 N. Pinewood Drive,"Castle Rock, Colorado",80108,Solar,"PV system design, installation and maintenance",http://capitolsolarenergy.com/,Rockies Area,Castle Rock, Colorado,,
0,Quality Electric & Controls Inc.,970-434-7600,www.qecinc.net ,Quality Electric & Controls Inc.,Quality Electric & Controls Inc.,604 32 1/2 Rd.,"Clifton, Colorado",81520,"Renewable Energy,Solar,Wind energy",,http://www.qecinc.net,Rockies Area,Clifton, Colorado,,
0,American Solar Technology,NA,NA,American Solar Technology,American Solar Technology,5265 Turquoise Drive,"Colorado Springs, Colorado",80918,Solar,Solar installer,,Rockies Area,Colorado Springs, Colorado,,
0,Diamond Wire Technology LLC,NA,NA,Diamond Wire Technology LLC,Diamond Wire Technology LLC,,"Colorado Springs, Colorado",80916,Solar,"US-based manufacturer of diamond wire and wiresaws, used in solar wafer manufacturing.",,,Colorado Springs, Colorado,,
0,ANV Partners,NA,NA,ANV Partners,ANV Partners,,"Denver, Colorado",80202,"Hydro,Hydrogen,Services,Solar,Wind energy",,,,Denver, Colorado,,
0,Adobe Solar,303-339-0308,www.adobesolar.com ,Adobe Solar,Adobe Solar,,"Denver, Colorado",,Solar,solar electric systems,http://www.adobesolar.com,Rockies Area,Denver, Colorado,,
0,BrightPhase Energy,NA,www.brightphaseenergy.com/ ,BrightPhase Energy,BrightPhase Energy,8035 East 40th Avenue,"Denver, Colorado",80207,Solar,Combination PV and day-lighting modules for commerical buildings,http://www.brightphaseenergy.com/,Rockies Area,Denver, Colorado,,
